date,vehicle_number,cluster,distance_to_centroid
2023-05-31,689,0,0.0
2023-07-11,689,1,0.0
2023-07-12,689,2,0.0
2023-07-13,689,3,0.0
2023-09-08,689,4,0.0
2023-09-09,689,5,0.0
2023-09-10,689,6,0.0
2023-10-12,689,7,0.0
2023-11-09,689,8,0.0
2023-12-11,689,9,0.0
